# Recording Session
# start_time: 1.73215e+12
# end_time: 1.73215e+12
# Format: marker_id,timestamp,tx,ty,tz,qx,qy,qz,qw,confidence
0,1.73215e+12,-0.144175,0.495798,1.73727,0.838384,0.11124,0.0672939,0.529349,0.00392649
0,1.73215e+12,-0.134795,0.500237,1.75098,0.834438,0.114134,0.065092,0.535209,0.00390497
0,1.73215e+12,-0.134167,0.500173,1.76674,0.833709,0.115727,0.0659944,0.535893,0.0037621
0,1.73215e+12,-0.131331,0.497538,1.77212,0.834129,0.118912,0.0682127,0.534262,0.00380805
0,1.73215e+12,-0.108556,0.491782,1.78635,0.832116,0.129612,0.0792702,0.533385,0.00373455
0,1.73215e+12,-0.0909705,0.492476,1.79894,0.830397,0.140528,0.0880214,0.531925,0.003738
0,1.73215e+12,-0.0913524,0.500718,1.82535,0.831846,0.146972,0.0935754,0.526949,0.00367744
0,1.73215e+12,-0.121334,0.506846,1.84578,0.833667,0.152456,0.0962886,0.522,0.00360796
0,1.73215e+12,-0.147355,0.510493,1.85726,0.8363,0.154276,0.0938703,0.517678,0.00357811
0,1.73215e+12,-0.150668,0.516385,1.88032,0.838582,0.158216,0.0973301,0.512127,0.00356657
0,1.73215e+12,-0.166794,0.521372,1.9073,0.837741,0.162667,0.101532,0.511292,0.0033704
0,1.73215e+12,-0.180518,0.519918,1.93134,0.838579,0.165709,0.103635,0.508512,0.00335879
0,1.73215e+12,-0.190186,0.51389,1.95817,0.838488,0.170662,0.111715,0.505304,0.00328277
0,1.73215e+12,-0.192776,0.512002,1.95304,0.842096,0.180983,0.111982,0.49556,0.00332577
0,1.73215e+12,-0.1969,0.515927,1.95824,0.843905,0.186016,0.108173,0.491449,0.00342687
0,1.73215e+12,-0.209611,0.529543,1.96693,0.845745,0.192279,0.112224,0.484923,0.00334312
0,1.73215e+12,-0.224829,0.535224,1.97834,0.847454,0.206977,0.113363,0.475532,0.00324741
0,1.73215e+12,-0.236631,0.526449,1.96496,0.844981,0.206221,0.119063,0.478856,0.00327896
0,1.73215e+12,-0.242988,0.527238,1.98725,0.852193,0.215868,0.125593,0.459777,0.00329388
0,1.73215e+12,-0.238137,0.527464,1.97273,0.856518,0.230533,0.133455,0.442064,0.00334716
0,1.73215e+12,-0.25572,0.539633,1.98892,0.858375,0.2488,0.14174,0.425677,0.0032268
0,1.73215e+12,-0.29232,0.533277,1.98658,0.860184,0.25889,0.144609,0.414906,0.00328588
0,1.73215e+12,-0.33111,0.523897,2.02037,0.866467,0.258356,0.160437,0.395914,0.00320378
0,1.73215e+12,-0.348718,0.496276,2.00916,0.86739,0.269579,0.166612,0.38367,0.00323459
0,1.73215e+12,-0.367202,0.468819,2.03587,0.8752,0.267923,0.188385,0.356024,0.00315844
0,1.73215e+12,-0.365047,0.450957,2.018,0.874813,0.281349,0.190315,0.345436,0.00323344
0,1.73215e+12,-0.351421,0.44878,2.05854,0.879403,0.285778,0.202199,0.322642,0.00314284
0,1.73215e+12,-0.316733,0.438368,2.09602,0.884959,0.290201,0.219351,0.290717,0.00325338
0,1.73215e+12,-0.304,0.425693,2.1256,0.890027,0.295269,0.237506,0.253493,0.00317467
0,1.73215e+12,-0.308577,0.413733,2.09614,0.888235,0.30895,0.236731,0.244022,0.00312531
0,1.73215e+12,-0.314048,0.407015,2.11813,0.892275,0.305918,0.250081,0.218447,0.00310161
0,1.73215e+12,-0.304624,0.40932,2.15328,0.893702,0.305123,0.256929,0.205388,0.00315054
0,1.73215e+12,-0.27905,0.405726,2.18212,0.894613,0.311582,0.270503,0.171498,0.00300809
0,1.73215e+12,-0.272193,0.409139,2.20037,0.896735,0.309217,0.283253,0.141486,0.00299204
0,1.73215e+12,-0.315231,0.427761,2.20731,0.89837,0.307775,0.289904,0.119002,0.00292851
0,1.73215e+12,-0.363733,0.443434,2.1935,0.896282,0.312545,0.286166,0.13078,0.00282599
0,1.73215e+12,-0.377324,0.430745,2.19901,0.8978,0.310402,0.289685,0.116999,0.00280747
0,1.73215e+12,-0.393968,0.423002,2.22774,0.901966,0.300912,0.295982,0.091123,0.00276717
0,1.73215e+12,-0.406656,0.425973,2.24633,0.900968,0.299375,0.305668,0.0721051,0.00273467
0,1.73215e+12,-0.452456,0.398719,2.25497,0.899404,0.299868,0.312308,0.060126,0.00258674
0,1.73215e+12,-0.511333,0.367504,2.25184,0.90181,0.288114,0.316765,0.0582111,0.0026529
0,1.73215e+12,-0.555303,0.353499,2.26773,0.902265,0.279017,0.326575,0.0376243,0.00260599
0,1.73215e+12,-0.604068,0.365333,2.23524,0.903882,0.269456,0.330181,0.0370185,0.0025969
0,1.73215e+12,-0.612126,0.377277,2.20952,0.902134,0.277066,0.328658,0.037037,0.00260282
0,1.73215e+12,-0.653959,0.411647,2.23584,0.902511,0.269169,0.335429,0.0225757,0.00252194
0,1.73215e+12,-0.668319,0.43572,2.2098,0.900815,0.272833,0.337705,0.00701837,0.00249029
0,1.73215e+12,-0.687762,0.465833,2.20733,0.900395,0.269503,0.341438,0.00879265,0.00243719
0,1.73215e+12,-0.715286,0.488312,2.19425,0.90036,0.263268,0.346365,-0.00855458,0.00243435
0,1.73215e+12,-0.747008,0.52201,2.20312,0.900083,0.257703,0.351015,-0.0151126,0.00238555
0,1.73215e+12,-0.757004,0.533338,2.19523,0.899879,0.257394,0.350867,-0.0293028,0.00237012
0,1.73215e+12,-0.782919,0.542242,2.18261,0.900333,0.257955,0.349433,-0.0274954,0.00230764
0,1.73215e+12,-0.805944,0.534556,2.17235,0.900559,0.26173,0.346386,-0.0225329,0.00221592
0,1.73215e+12,-0.850878,0.547585,2.15219,0.899676,0.255466,0.350897,-0.0468102,0.00214352
0,1.73215e+12,-0.896929,0.582754,2.15725,0.901806,0.251763,0.348761,-0.0415553,0.00198635
0,1.73215e+12,-0.964585,0.598535,2.15715,0.903416,0.247084,0.349635,-0.0233505,0.00187085
0,1.73215e+12,-1.02419,0.593435,2.20271,0.904329,0.231056,0.357977,-0.0255897,0.0017451
0,1.73215e+12,-1.05717,0.543159,2.18148,0.904205,0.227888,0.359021,-0.0398082,0.00173536
0,1.73215e+12,-1.07719,0.551726,2.17909,0.902799,0.216476,0.365875,-0.0650252,0.00168164
0,1.73215e+12,-1.14979,0.559931,2.21112,0.904491,0.207452,0.366818,-0.065608,0.00149442
0,1.73215e+12,-1.18764,0.550673,2.18605,0.905318,0.208066,0.365913,-0.0567054,0.00138529
0,1.73215e+12,-1.25742,0.532868,2.20902,0.906981,0.192689,0.370025,-0.0577707,0.00122689
0,1.73215e+12,-1.26148,0.515293,2.20804,0.905319,0.19231,0.373184,-0.0644028,0.00124226
0,1.73215e+12,-1.26725,0.518056,2.25731,0.903937,0.183568,0.378371,-0.0776932,0.00127235
0,1.73215e+12,-1.26929,0.540517,2.2822,0.905683,0.186773,0.37372,-0.07202,0.00125441
0,1.73215e+12,-1.2792,0.566506,2.30732,0.906408,0.17652,0.371602,-0.0957944,0.00121241
0,1.73215e+12,-1.31361,0.58171,2.3224,0.907039,0.188436,0.368411,-0.0777491,0.00111311
0,1.73215e+12,-1.40899,0.584624,2.37542,0.907566,0.1663,0.375761,-0.0864418,0.000940654
0,1.73215e+12,-1.4422,0.558667,2.38925,0.90766,0.16325,0.377757,-0.0824809,0.000892069
0,1.73215e+12,-1.49064,0.551077,2.37272,0.905277,0.159803,0.381143,-0.0983188,0.000751257
0,1.73215e+12,-1.88255,0.698045,2.9026,0.910669,0.0925416,0.380613,-0.131349,0.000410509
1,1.73215e+12,-1.73798,-1.11507,3.63327,-0.70495,0.0856656,-0.186781,0.678837,0.000384652
1,1.73215e+12,-1.70736,-1.09038,3.64171,0.917031,-0.202242,-0.29445,0.177347,0.000385681
1,1.73215e+12,-1.74073,-1.11871,3.69438,0.916647,-0.211775,-0.303697,0.150589,0.000386767
1,1.73215e+12,-1.71869,-1.11927,3.64576,0.917998,-0.222696,-0.30056,0.131716,0.000397388
1,1.73215e+12,-1.70678,-1.13484,3.65282,0.919407,-0.209516,-0.300132,0.143929,0.000396808
1,1.73215e+12,-1.66206,-1.11452,3.59951,0.918616,-0.212798,-0.299386,0.145708,0.00041009
1,1.73215e+12,-1.64191,-1.16518,3.58426,0.921279,-0.203436,-0.299141,0.142736,0.000402897
1,1.73215e+12,-1.63772,-1.15751,3.61012,0.920403,-0.199164,-0.301587,0.14912,0.00041145
1,1.73215e+12,-1.59606,-1.16986,3.56134,0.920947,-0.188359,-0.301112,0.160338,0.00041181
1,1.73215e+12,-1.58569,-1.22758,3.59936,0.921151,-0.204409,-0.314652,0.103405,0.000415067
1,1.73215e+12,-1.36051,-1.19003,3.39265,0.924421,-0.191162,-0.303083,0.130553,0.000511361
1,1.73215e+12,-1.33474,-1.17769,3.39036,0.9232,-0.192812,-0.310297,0.119332,0.000537994
1,1.73215e+12,-1.19288,-1.0819,3.31436,0.925674,-0.18558,-0.289277,0.158135,0.000642634
1,1.73215e+12,-1.18275,-1.05633,3.35445,0.923936,-0.186576,-0.302056,0.142459,0.00065935
1,1.73215e+12,-1.13823,-0.988523,3.28945,0.922876,-0.198993,-0.300067,0.136609,0.000722682
1,1.73215e+12,-1.08178,-0.958223,3.21652,0.923842,-0.203995,-0.298224,0.126353,0.000782608
1,1.73215e+12,-1.10166,-0.950924,3.29343,0.926149,-0.193447,-0.295934,0.131336,0.000785007
1,1.73215e+12,-1.08855,-0.880028,3.27983,0.92538,-0.191289,-0.297959,0.135281,0.000827219
1,1.73215e+12,-1.07215,-0.782787,3.24331,0.922195,-0.202411,-0.304251,0.126562,0.000886907
1,1.73215e+12,-1.05666,-0.727181,3.21614,-0.791494,0.156264,-0.199421,0.556192,0.000959381
1,1.73215e+12,-1.00866,-0.665154,3.16418,0.920245,-0.212938,-0.30324,0.125907,0.00101723
1,1.73215e+12,-0.963636,-0.62677,3.03798,0.920057,-0.212654,-0.306515,0.119673,0.00110652
1,1.73215e+12,-0.977958,-0.61998,3.05553,0.920716,-0.217707,-0.306606,0.104305,0.00111445
1,1.73215e+12,-0.980269,-0.58378,3.05024,0.92063,-0.215264,-0.311174,0.096295,0.00112388
1,1.73215e+12,-0.961007,-0.551094,3.00249,0.920096,-0.213184,-0.31266,0.101092,0.00117938
1,1.73215e+12,-0.931927,-0.568865,2.93576,0.922962,-0.20936,-0.309411,0.0926021,0.00124496
1,1.73215e+12,-0.919464,-0.5664,2.92299,0.920941,-0.209338,-0.320126,0.0745957,0.00126924
1,1.73215e+12,-0.884416,-0.514441,2.87614,0.921435,-0.20486,-0.320507,0.0791574,0.00138026
1,1.73215e+12,-0.850948,-0.497592,2.88765,0.918476,-0.206438,-0.328169,0.0780353,0.00139138
1,1.73215e+12,-0.782873,-0.507585,2.77246,0.91873,-0.204039,-0.330993,0.0689029,0.00150365
1,1.73215e+12,-0.738102,-0.509679,2.78396,0.920028,-0.192613,-0.330241,0.0859573,0.00157549
1,1.73215e+12,-0.697861,-0.475933,2.81292,0.920351,-0.193571,-0.335796,0.0522064,0.00164362
1,1.73215e+12,-0.693755,-0.416744,2.79615,0.919172,-0.189927,-0.339593,0.061055,0.00169808
1,1.73215e+12,-0.659142,-0.330693,2.72586,0.916585,-0.200009,-0.341934,0.0543067,0.00186158
1,1.73215e+12,-0.651619,-0.282806,2.71818,0.916221,-0.197989,-0.343351,0.0587401,0.00192613
1,1.73215e+12,-0.610652,-0.215171,2.66409,0.91384,-0.215966,-0.340503,0.0481005,0.00208114
1,1.73215e+12,-0.613881,-0.221846,2.85048,0.912947,-0.217604,-0.340829,0.0548788,0.00179922
1,1.73215e+12,-0.544041,-0.200484,2.68257,0.9145,-0.199264,-0.350378,0.0348991,0.00218371
1,1.73215e+12,-0.5027,-0.166651,2.6243,0.914355,-0.202972,-0.345779,0.0565204,0.00235666
1,1.73215e+12,-0.486093,-0.163426,2.6165,0.913675,-0.206643,-0.347787,0.0392613,0.00237804
1,1.73215e+12,-0.414071,-0.157982,2.59427,0.913723,-0.2029,-0.350139,0.0366737,0.00253088
1,1.73215e+12,-0.33964,-0.158522,2.58073,0.913651,-0.203566,-0.348978,0.0449204,0.00259453
1,1.73215e+12,-0.258228,-0.181442,2.55117,0.913865,-0.202455,-0.351453,0.0185565,0.00275911
1,1.73215e+12,-0.208347,-0.166796,2.52108,0.914635,-0.202315,-0.348663,0.0307658,0.00292189
1,1.73215e+12,-0.128975,-0.14011,2.50376,0.913473,-0.204203,-0.348835,0.0467248,0.00300728
1,1.73215e+12,-0.0725532,-0.130412,2.48083,0.913477,-0.205247,-0.350047,0.0300297,0.00310983
1,1.73215e+12,0.0104587,-0.103664,2.46196,0.913233,-0.203723,-0.351208,0.034006,0.00328905
1,1.73215e+12,0.0709019,-0.0782791,2.43278,0.912965,-0.210596,-0.349088,0.0167702,0.00330821
1,1.73215e+12,0.129123,-0.0593649,2.33483,0.911003,-0.21971,-0.34772,0.0298614,0.00340568
1,1.73215e+12,0.21286,-0.0578809,2.4046,0.913194,-0.199765,-0.353904,0.0303891,0.0031717
1,1.73215e+12,0.261733,-0.0556902,2.36253,0.913622,-0.204779,-0.350224,0.0265128,0.00314551
1,1.73215e+12,0.33588,-0.0394662,2.35337,0.913245,-0.202474,-0.35322,0.0149307,0.00304412
1,1.73215e+12,0.370743,-0.0111214,2.35165,0.912651,-0.200492,-0.356185,0.00195329,0.00302604
1,1.73215e+12,0.43673,0.0333978,2.32634,0.910577,-0.207944,-0.357096,0.00955782,0.00296724
1,1.73215e+12,0.482619,0.0416576,2.31311,0.908603,-0.212741,-0.358832,0.0205476,0.0028687
1,1.73215e+12,0.525194,0.0683485,2.29505,0.909986,-0.208302,-0.358474,-0.0056375,0.00278356
1,1.73215e+12,0.600451,0.0955239,2.27115,0.905009,-0.217753,-0.365412,0.00408182,0.00257358
1,1.73215e+12,0.654182,0.0940579,2.23739,0.906461,-0.214554,-0.363693,0.00481633,0.00255396
1,1.73215e+12,0.683791,0.125561,2.18606,0.904663,-0.225325,-0.361672,-0.00264626,0.00250698
1,1.73215e+12,0.712578,0.149301,2.19003,0.903467,-0.219882,-0.367285,-0.0223903,0.0024461
1,1.73215e+12,0.773574,0.175466,2.18765,0.899941,-0.221027,-0.374905,-0.0264608,0.00231444
1,1.73215e+12,0.811597,0.18594,2.16997,0.898222,-0.223593,-0.377002,-0.0327544,0.00225131
1,1.73215e+12,0.866116,0.209407,2.14336,0.894912,-0.227182,-0.381327,-0.0459394,0.00217854
1,1.73215e+12,0.903762,0.216617,2.13172,0.894358,-0.228242,-0.382743,-0.039193,0.00207066
1,1.73215e+12,0.936587,0.231367,2.09907,0.892444,-0.228075,-0.386038,-0.0500008,0.00199871
1,1.73215e+12,0.948167,0.239987,2.08365,0.890932,-0.236802,-0.38523,-0.0419968,0.00193559
1,1.73215e+12,0.977857,0.259616,2.0923,0.886375,-0.232991,-0.393985,-0.0694945,0.001876
1,1.73215e+12,1.00519,0.261025,2.09915,0.883437,-0.235979,-0.397889,-0.0744166,0.0018043
1,1.73215e+12,1.03889,0.248491,2.08635,0.880936,-0.236724,-0.40092,-0.0847117,0.0016653
1,1.73215e+12,1.08657,0.241939,2.10028,0.8792,-0.228625,-0.404464,-0.105579,0.00155782
1,1.73215e+12,1.13987,0.231476,2.0616,0.879846,-0.231573,-0.402564,-0.100935,0.00136522
1,1.73215e+12,1.18054,0.239301,2.06393,0.878614,-0.233289,-0.405168,-0.0972273,0.00124945
1,1.73215e+12,0.885256,-0.00495748,2.31773,0.710728,0.170134,0.657957,0.181694,0.00185404
1,1.73215e+12,0.858305,-0.0392018,2.2975,0.705577,0.16655,0.666039,0.175542,0.00186478
1,1.73215e+12,0.833721,-0.0621382,2.27799,0.694261,0.158513,0.678977,0.178513,0.00184725
1,1.73215e+12,0.837216,-0.0452366,2.2992,0.681802,0.156902,0.689489,0.187436,0.0017742
1,1.73215e+12,0.232976,0.151449,2.52058,0.543562,0.0832336,0.795922,0.25322,0.00212962
1,1.73215e+12,0.187263,0.148795,2.50905,0.540091,0.0843056,0.798133,0.253335,0.00209932
1,1.73215e+12,0.164521,0.10959,2.51228,0.534718,0.0719101,0.804646,0.247892,0.0020527
1,1.73215e+12,0.162157,0.0870754,2.52646,0.537917,0.0731444,0.803196,0.245298,0.00193909
1,1.73215e+12,0.141914,0.0666637,2.57865,0.539754,0.0734697,0.803874,0.238859,0.0018614
1,1.73215e+12,0.196026,0.129356,2.64394,0.535877,0.0779412,0.810607,0.222883,0.00171436
1,1.73215e+12,0.259918,0.135181,2.71867,0.543841,0.0876125,0.80589,0.217028,0.00164759
1,1.73215e+12,0.285935,0.166958,2.74992,0.552877,0.107907,0.798312,0.213028,0.00167696
1,1.73215e+12,0.28919,0.170493,2.76021,0.555056,0.110253,0.798968,0.203488,0.00161683
