# Reference marker ID: 3
# Format: marker_id,tx,ty,tz,qx,qy,qz,qw,confidence,observations
3,0,0,0,0,0,0,1,1,0
0,0.2689951055730672,-1.059564331600418,-0.9722881725408605,0.044091958498182295,0.9266688402305198,-0.027324373824188106,0.3722823368583768,0.0026887150000007324,31097
1,0.6780311960057214,-1.226362326253369,-0.2685052536291782,-0.05392823903263086,0.8025862654660287,-0.20219605027267273,0.5586266989450679,0.0026639649999996413,38550
2,0.49633206285241915,0.10311936125969617,0.7781850376350367,0.021652945336019667,0.022775210532368195,0.003690605901950604,0.9994992842276367,0.0034178749999974763,42662
4,-0.2853537468214795,-0.2193145038072338,-0.3989670241658271,0.01257800603789806,0.0130831236182844,-0.031224339567115084,0.9993476203299314,0.002656664999999805,58596
5,-0.4731084494152065,-0.532200612042055,0.38639341124545146,-0.10611498980124079,0.7887219826613541,-0.17721863174469885,0.5790084624327714,0.0026470349999998468,9252
